"Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics."
age65,age65,age65,age65,age65,age65,age65,age65,age65,194,194,194,194,194,194,194,194,194,3,3,3,3,3,3,3,3,3,1.5228426395939085,1.5228426395939085,1.5228426395939085,1.5228426395939085,1.5228426395939085,1.5228426395939085,1.5228426395939085,1.5228426395939085,1.5228426395939085
Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.,Subtable 2. Nearest year summary.
Method,Method,Method,Method,Method,Method,Method,Method,Method,N historical primary,N historical primary,N historical primary,N historical primary,N historical primary,N historical primary,N historical primary,N historical primary,N historical primary,N nearest available,N nearest available,N nearest available,N nearest available,N nearest available,N nearest available,N nearest available,N nearest available,N nearest available,N gained,N gained,N gained,N gained,N gained,N gained,N gained,N gained,N gained
nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,nearest available smoking year fallback,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,0,0,0,0,0,0,0
Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.,Subtable 3. Multiple imputation status.
Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message,Message
completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed,mice multiple imputation completed
Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.,Subtable 4. Multiple imputation pooled coefficients.
Term,Model,Model,Model,M requested,M requested,M requested,N imputations,N imputations,N imputations,N imputations,Estimate,Estimate,Estimate,Within var,Within var,Within var,Between var,Total var,Std error,Std error,Std error,Conf low,Conf low,Conf low,Conf high,Conf high,Conf high,Conf high,Statistic,Statistic,Statistic,P value,P value,P value,P label
z clean,residual mismatch imputed,residual mismatch imputed,residual mismatch imputed,20,20,20,20,20,20,20,0.039365433658686645,0.039365433658686645,0.039365433658686645,0.0018130376693357628,0.0018130376693357628,0.0018130376693357628,3.698972356934334e-5,0.0018518768790835732,0.04303343908036602,0.04303343908036602,0.04303343908036602,-0.04498010693883075,-0.04498010693883075,-0.04498010693883075,0.12371097425620403,0.12371097425620403,0.12371097425620403,0.12371097425620403,0.9147638324971127,0.9147638324971127,0.9147638324971127,0.3603156256546392,0.3603156256546392,0.3603156256546392,0.360
z PM2.5,residual mismatch imputed,residual mismatch imputed,residual mismatch imputed,20,20,20,20,20,20,20,0.025190604903149047,0.025190604903149047,0.025190604903149047,0.0018236857085855642,0.0018236857085855642,0.0018236857085855642,6.931600730946633e-5,0.0018964675162605037,0.04354845021651751,0.04354845021651751,0.04354845021651751,-0.06016435752122527,-0.06016435752122527,-0.06016435752122527,0.11054556732752337,0.11054556732752337,0.11054556732752337,0.11054556732752337,0.5784500889906409,0.5784500889906409,0.5784500889906409,0.5629602851227584,0.5629602851227584,0.5629602851227584,0.563
z smoking,first-stage imputed,first-stage imputed,first-stage imputed,20,20,20,20,20,20,20,0.10304459152367439,0.10304459152367439,0.10304459152367439,0.003045131371145771,0.003045131371145771,0.003045131371145771,0.0010757741335719335,0.004174694211396301,0.06461187361001305,0.06461187361001305,0.06461187361001305,-0.02359468075195119,-0.02359468075195119,-0.02359468075195119,0.22968386379929995,0.22968386379929995,0.22968386379929995,0.22968386379929995,1.594824383914868,1.594824383914868,1.594824383914868,0.11075151268181081,0.11075151268181081,0.11075151268181081,0.111
Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.,Subtable 5. Multiple imputation fit summary.
Method,Method,Method,Method,Method,Method,M,M,M,M,M,M,M,M,M,M,Maxit,Maxit,Maxit,Maxit,N rows,N rows,N rows,N rows,N rows,N rows,N rows,N rows,N rows,N rows,Imputed variables,Imputed variables,Imputed variables,Imputed variables,Imputed variables,Imputed variables
mice multiple imputation,mice multiple imputation,mice multiple imputation,mice multiple imputation,mice multiple imputation,mice multiple imputation,20,20,20,20,20,20,20,20,20,20,10,10,10,10,197,197,197,197,197,197,197,197,197,197,historical female smoking; GDP; urbanisation; age65; clean fuel deficit; PM2.5 2019; HDI,historical female smoking; GDP; urbanisation; age65; clean fuel deficit; PM2.5 2019; HDI,historical female smoking; GDP; urbanisation; age65; clean fuel deficit; PM2.5 2019; HDI,historical female smoking; GDP; urbanisation; age65; clean fuel deficit; PM2.5 2019; HDI,historical female smoking; GDP; urbanisation; age65; clean fuel deficit; PM2.5 2019; HDI,historical female smoking; GDP; urbanisation; age65; clean fuel deficit; PM2.5 2019; HDI
Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.,Subtable 6. Influence points primary model.
ISO3,ISO3,ISO3,Country,Country,Country,Country,Country,WHO region,WHO region,WHO region,WHO region,WHO region,Income group,Income group,Income group,Income group,Cooks distance,Cooks distance,Leverage,Leverage,Leverage,Leverage,Standardized residual,Standardized residual,Standardized residual,Standardized residual,Standardized residual,High cook,High cook,High cook,High cook,High cook,High leverage,High leverage,High leverage
PLW,PLW,PLW,Palau,Palau,Palau,Palau,Palau,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,High-income,High-income,High-income,High-income,0.18900842251330657,0.18900842251330657,0.05082845980693828,0.05082845980693828,0.05082845980693828,0.05082845980693828,5.940998704662536,5.940998704662536,5.940998704662536,5.940998704662536,5.940998704662536,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
DNK,DNK,DNK,Denmark,Denmark,Denmark,Denmark,Denmark,European,European,European,European,European,High-income,High-income,High-income,High-income,0.04862300250027048,0.04862300250027048,0.030895634659722393,0.030895634659722393,0.030895634659722393,0.030895634659722393,3.905328772514084,3.905328772514084,3.905328772514084,3.905328772514084,3.905328772514084,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CAN,CAN,CAN,Canada,Canada,Canada,Canada,Canada,Americas,Americas,Americas,Americas,Americas,High-income,High-income,High-income,High-income,0.047239813909843206,0.047239813909843206,0.07317989680974227,0.07317989680974227,0.07317989680974227,0.07317989680974227,2.445996973497568,2.445996973497568,2.445996973497568,2.445996973497568,2.445996973497568,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
HUN,HUN,HUN,Hungary,Hungary,Hungary,Hungary,Hungary,European,European,European,European,European,High-income,High-income,High-income,High-income,0.04258863408960141,0.04258863408960141,0.02958664288279824,0.02958664288279824,0.02958664288279824,0.02958664288279824,3.7374672323682088,3.7374672323682088,3.7374672323682088,3.7374672323682088,3.7374672323682088,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CHN,CHN,CHN,China,China,China,China,China,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,0.039913186839609614,0.039913186839609614,0.07193961906821683,0.07193961906821683,0.07193961906821683,0.07193961906821683,2.269145018863955,2.269145018863955,2.269145018863955,2.269145018863955,2.269145018863955,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NRU,NRU,NRU,Nauru,Nauru,Nauru,Nauru,Nauru,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,High-income,High-income,High-income,High-income,0.038640860742838776,0.038640860742838776,0.25405785045772267,0.25405785045772267,0.25405785045772267,0.25405785045772267,-1.0651472739152623,-1.0651472739152623,-1.0651472739152623,-1.0651472739152623,-1.0651472739152623,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
KIR,KIR,KIR,Kiribati,Kiribati,Kiribati,Kiribati,Kiribati,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,0.03556841347767517,0.03556841347767517,0.14685792468537986,0.14685792468537986,0.14685792468537986,0.14685792468537986,-1.4374549216364345,-1.4374549216364345,-1.4374549216364345,-1.4374549216364345,-1.4374549216364345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
JPN,JPN,JPN,Japan,Japan,Japan,Japan,Japan,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,High-income,High-income,High-income,High-income,0.031120480220141366,0.031120480220141366,0.23544658822589654,0.23544658822589654,0.23544658822589654,0.23544658822589654,-1.005265688361062,-1.005265688361062,-1.005265688361062,-1.005265688361062,-1.005265688361062,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NLD,NLD,NLD,Netherlands (Kingdom of the),Netherlands (Kingdom of the),Netherlands (Kingdom of the),Netherlands (Kingdom of the),Netherlands (Kingdom of the),European,European,European,European,European,High-income,High-income,High-income,High-income,0.023392371425387703,0.023392371425387703,0.032023205161158086,0.032023205161158086,0.032023205161158086,0.032023205161158086,2.6591154890887894,2.6591154890887894,2.6591154890887894,2.6591154890887894,2.6591154890887894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AND,AND,AND,Andorra,Andorra,Andorra,Andorra,Andorra,European,European,European,European,European,High-income,High-income,High-income,High-income,0.021298633761517388,0.021298633761517388,0.04020446773100819,0.04020446773100819,0.04020446773100819,0.04020446773100819,-2.254904100981114,-2.254904100981114,-2.254904100981114,-2.254904100981114,-2.254904100981114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRT,PRT,PRT,Portugal,Portugal,Portugal,Portugal,Portugal,European,European,European,European,European,High-income,High-income,High-income,High-income,0.01785194906501408,0.01785194906501408,0.04771909446563965,0.04771909446563965,0.04771909446563965,0.04771909446563965,-1.8874665371492327,-1.8874665371492327,-1.8874665371492327,-1.8874665371492327,-1.8874665371492327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CUB,CUB,CUB,Cuba,Cuba,Cuba,Cuba,Cuba,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,0.01677091526113251,0.01677091526113251,0.06273235949319911,0.06273235949319911,0.06273235949319911,0.06273235949319911,1.5829397410641264,1.5829397410641264,1.5829397410641264,1.5829397410641264,1.5829397410641264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LKA,LKA,LKA,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,South-East Asia,South-East Asia,South-East Asia,South-East Asia,South-East Asia,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,0.014821794458504973,0.014821794458504973,0.1389958651075501,0.1389958651075501,0.1389958651075501,0.1389958651075501,-0.9581909645863772,-0.9581909645863772,-0.9581909645863772,-0.9581909645863772,-0.9581909645863772,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
PNG,PNG,PNG,Papua New Guinea,Papua New Guinea,Papua New Guinea,Papua New Guinea,Papua New Guinea,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,0.014185726584542804,0.014185726584542804,0.13700588178975717,0.13700588178975717,0.13700588178975717,0.13700588178975717,-0.945279205501453,-0.945279205501453,-0.945279205501453,-0.945279205501453,-0.945279205501453,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
CHL,CHL,CHL,Chile,Chile,Chile,Chile,Chile,Americas,Americas,Americas,Americas,Americas,High-income,High-income,High-income,High-income,0.01359745301453782,0.01359745301453782,0.09071323677636142,0.09071323677636142,0.09071323677636142,0.09071323677636142,-1.167465044753272,-1.167465044753272,-1.167465044753272,-1.167465044753272,-1.167465044753272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UKR,UKR,UKR,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,European,European,European,European,European,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,0.012520700534524629,0.012520700534524629,0.05294580795100634,0.05294580795100634,0.05294580795100634,0.05294580795100634,-1.4965317652666967,-1.4965317652666967,-1.4965317652666967,-1.4965317652666967,-1.4965317652666967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GBR,GBR,GBR,The United Kingdom,The United Kingdom,The United Kingdom,The United Kingdom,The United Kingdom,European,European,European,European,European,High-income,High-income,High-income,High-income,0.011855408046126184,0.011855408046126184,0.026743466887261345,0.026743466887261345,0.026743466887261345,0.026743466887261345,2.077127061290749,2.077127061290749,2.077127061290749,2.077127061290749,2.077127061290749,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
