"Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics.","Table S10. PM2.5 income/SDI interaction, non-high-income robustness, and influence diagnostics."
High SDI,SDI High SDI,High SDI,High SDI,z PM2.5,z PM2.5,-0.05939483349614479,-0.05939483349614479,0.045302634837807255,0.045302634837807255,0.045302634837807255,-1.3110679700814425,-1.3110679700814425,0.19559512322514283,0.19559512322514283,0.19559512322514283,-0.15030122095430704,-0.15030122095430704,0.031511553962017456,0.031511553962017456,55,55,0.011766087416149325,z PM2.5
Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.,Subtable 3. Pm25 robustness results.
Model id,Model label,Term,Term,Term,Estimate,Estimate,Robust se,Robust se,Robust se,Statistic,Statistic,P value,P value,Conf low,Conf low,Conf low,Conf high,Conf high,N,N,N,R-squared,Term label
nonhic base,Non-high-income: PM2.5 + clean-fuel deficit,z PM2.5,z PM2.5,z PM2.5,0.0794124251837974,0.0794124251837974,0.024603186823390306,0.024603186823390306,0.024603186823390306,3.2277292268617748,3.2277292268617748,0.0016877412254183459,0.0016877412254183459,0.030600403261277102,0.030600403261277102,0.030600403261277102,0.1282244471063177,0.1282244471063177,103,103,103,0.10243291530672415,z PM2.5
nonhic region adjusted,Non-high-income: + WHO region,z PM2.5,z PM2.5,z PM2.5,0.10005598899271821,0.10005598899271821,0.03676965046979904,0.03676965046979904,0.03676965046979904,2.721156924646313,2.721156924646313,0.007738150930160579,0.007738150930160579,0.027059003499003267,0.027059003499003267,0.027059003499003267,0.17305297448643314,0.17305297448643314,103,103,103,0.14097307010955576,z PM2.5
nonhic extended adjusted,"Non-high-income: + WHO region, SDI, urbanisation, age65",z PM2.5,z PM2.5,z PM2.5,0.09208624322901236,0.09208624322901236,0.04769476503214604,0.04769476503214604,0.04769476503214604,1.9307411026544878,1.9307411026544878,0.056594332510307516,0.056594332510307516,-0.002639676991532114,-0.002639676991532114,-0.002639676991532114,0.18681216344955684,0.18681216344955684,103,103,103,0.15701815696003757,z PM2.5
nonhic exclude cooks,Non-high-income: exclude Cook's distance >4/n (removed 6),z PM2.5,z PM2.5,z PM2.5,0.06423818645463927,0.06423818645463927,0.018651799851458595,0.018651799851458595,0.018651799851458595,3.4440744038766726,3.4440744038766726,8.576520826129628e-4,8.576520826129628e-4,0.02720460061656419,0.02720460061656419,0.02720460061656419,0.10127177229271436,0.10127177229271436,97,97,97,0.1210825277901439,z PM2.5
nonhic winsor PM2.5,Non-high-income: winsorised PM2.5 1st/99th percentile,z PM2.5 winsor,z PM2.5 winsor,z PM2.5 winsor,0.07600148876723509,0.07600148876723509,0.023583173282247218,0.023583173282247218,0.023583173282247218,3.2226998401630276,3.2226998401630276,0.0017147830351258526,0.0017147830351258526,0.029213144658851026,0.029213144658851026,0.029213144658851026,0.12278983287561915,0.12278983287561915,103,103,103,0.10273752177171865,PM2.5 (winsorised z)
nonhic robust regression,Non-high-income: robust regression (M-estimation),z PM2.5,z PM2.5,z PM2.5,0.06382451614480443,0.06382451614480443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,103,103,NA,PM2.5 (z)
Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.,Subtable 4. Pm25 leave one country out summary.
N leave one out,N leave one out,N leave one out,Min beta,Min beta,Min beta,Min beta,Min beta,Min beta,Median beta,Median beta,Median beta,Median beta,Median beta,Median beta,Max beta,Max beta,Max beta,Max beta,Max beta,Max beta,Proportion positive,Proportion positive,Proportion positive
103,103,103,0.0679947720457018,0.0679947720457018,0.0679947720457018,0.0679947720457018,0.0679947720457018,0.0679947720457018,0.07950000355641046,0.07950000355641046,0.07950000355641046,0.07950000355641046,0.07950000355641046,0.07950000355641046,0.08630203397096049,0.08630203397096049,0.08630203397096049,0.08630203397096049,0.08630203397096049,0.08630203397096049,1,1,1
Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.,Subtable 5. Pm25 leave one country out.
ISO3,ISO3,ISO3,ISO3,ISO3,Country,Country,Country,Country,Country,Country,Country,Omitted row,Omitted row,Omitted row,Omitted row,Omitted row,Omitted row,Omitted row,Beta PM2.5,Beta PM2.5,Beta PM2.5,Beta PM2.5,Beta PM2.5
AFG,AFG,AFG,AFG,AFG,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,1,1,1,1,1,1,1,0.07557704294736135,0.07557704294736135,0.07557704294736135,0.07557704294736135,0.07557704294736135
ALB,ALB,ALB,ALB,ALB,Albania,Albania,Albania,Albania,Albania,Albania,Albania,2,2,2,2,2,2,2,0.07869661115554623,0.07869661115554623,0.07869661115554623,0.07869661115554623,0.07869661115554623
ARG,ARG,ARG,ARG,ARG,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,3,3,3,3,3,3,3,0.078409264107468,0.078409264107468,0.078409264107468,0.078409264107468,0.078409264107468
ARM,ARM,ARM,ARM,ARM,Armenia,Armenia,Armenia,Armenia,Armenia,Armenia,Armenia,4,4,4,4,4,4,4,0.07735150520123076,0.07735150520123076,0.07735150520123076,0.07735150520123076,0.07735150520123076
AZE,AZE,AZE,AZE,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,5,5,5,5,5,5,5,0.07913933079934309,0.07913933079934309,0.07913933079934309,0.07913933079934309,0.07913933079934309
BDI,BDI,BDI,BDI,BDI,Burundi,Burundi,Burundi,Burundi,Burundi,Burundi,Burundi,6,6,6,6,6,6,6,0.07992212993247903,0.07992212993247903,0.07992212993247903,0.07992212993247903,0.07992212993247903
BEN,BEN,BEN,BEN,BEN,Benin,Benin,Benin,Benin,Benin,Benin,Benin,7,7,7,7,7,7,7,0.07942652450040504,0.07942652450040504,0.07942652450040504,0.07942652450040504,0.07942652450040504
BFA,BFA,BFA,BFA,BFA,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,8,8,8,8,8,8,8,0.07924136974840122,0.07924136974840122,0.07924136974840122,0.07924136974840122,0.07924136974840122
BGD,BGD,BGD,BGD,BGD,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,9,9,9,9,9,9,9,0.08097030989247288,0.08097030989247288,0.08097030989247288,0.08097030989247288,0.08097030989247288
BIH,BIH,BIH,BIH,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,10,10,10,10,10,10,10,0.07927295621441353,0.07927295621441353,0.07927295621441353,0.07927295621441353,0.07927295621441353
BLR,BLR,BLR,BLR,BLR,Belarus,Belarus,Belarus,Belarus,Belarus,Belarus,Belarus,11,11,11,11,11,11,11,0.07668849276656291,0.07668849276656291,0.07668849276656291,0.07668849276656291,0.07668849276656291
BLZ,BLZ,BLZ,BLZ,BLZ,Belize,Belize,Belize,Belize,Belize,Belize,Belize,12,12,12,12,12,12,12,0.0814271004374492,0.0814271004374492,0.0814271004374492,0.0814271004374492,0.0814271004374492
BOL,BOL,BOL,BOL,BOL,Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),13,13,13,13,13,13,13,0.07963048197819324,0.07963048197819324,0.07963048197819324,0.07963048197819324,0.07963048197819324
BRA,BRA,BRA,BRA,BRA,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,14,14,14,14,14,14,14,0.08002145877359776,0.08002145877359776,0.08002145877359776,0.08002145877359776,0.08002145877359776
BTN,BTN,BTN,BTN,BTN,Bhutan,Bhutan,Bhutan,Bhutan,Bhutan,Bhutan,Bhutan,15,15,15,15,15,15,15,0.0792477091219388,0.0792477091219388,0.0792477091219388,0.0792477091219388,0.0792477091219388
BWA,BWA,BWA,BWA,BWA,Botswana,Botswana,Botswana,Botswana,Botswana,Botswana,Botswana,16,16,16,16,16,16,16,0.07741044268070923,0.07741044268070923,0.07741044268070923,0.07741044268070923,0.07741044268070923
CHN,CHN,CHN,CHN,CHN,China,China,China,China,China,China,China,17,17,17,17,17,17,17,0.0679947720457018,0.0679947720457018,0.0679947720457018,0.0679947720457018,0.0679947720457018
CIV,CIV,CIV,CIV,CIV,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,18,18,18,18,18,18,18,0.08019423731741426,0.08019423731741426,0.08019423731741426,0.08019423731741426,0.08019423731741426
CMR,CMR,CMR,CMR,CMR,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,19,19,19,19,19,19,19,0.08241178902082436,0.08241178902082436,0.08241178902082436,0.08241178902082436,0.08241178902082436
COD,COD,COD,COD,COD,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,20,20,20,20,20,20,20,0.07929816299751119,0.07929816299751119,0.07929816299751119,0.07929816299751119,0.07929816299751119
COG,COG,COG,COG,COG,Congo,Congo,Congo,Congo,Congo,Congo,Congo,21,21,21,21,21,21,21,0.07950542071449258,0.07950542071449258,0.07950542071449258,0.07950542071449258,0.07950542071449258
COL,COL,COL,COL,COL,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,22,22,22,22,22,22,22,0.0795305755358035,0.0795305755358035,0.0795305755358035,0.0795305755358035,0.0795305755358035
COM,COM,COM,COM,COM,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,23,23,23,23,23,23,23,0.07751877768674634,0.07751877768674634,0.07751877768674634,0.07751877768674634,0.07751877768674634
CPV,CPV,CPV,CPV,CPV,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,24,24,24,24,24,24,24,0.08070480751382349,0.08070480751382349,0.08070480751382349,0.08070480751382349,0.08070480751382349
CUB,CUB,CUB,CUB,CUB,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba,25,25,25,25,25,25,25,0.08459500789421495,0.08459500789421495,0.08459500789421495,0.08459500789421495,0.08459500789421495
DOM,DOM,DOM,DOM,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,26,26,26,26,26,26,26,0.08252947977507634,0.08252947977507634,0.08252947977507634,0.08252947977507634,0.08252947977507634
DZA,DZA,DZA,DZA,DZA,Algeria,Algeria,Algeria,Algeria,Algeria,Algeria,Algeria,27,27,27,27,27,27,27,0.07964508605654512,0.07964508605654512,0.07964508605654512,0.07964508605654512,0.07964508605654512
ECU,ECU,ECU,ECU,ECU,Ecuador,Ecuador,Ecuador,Ecuador,Ecuador,Ecuador,Ecuador,28,28,28,28,28,28,28,0.07915918295510176,0.07915918295510176,0.07915918295510176,0.07915918295510176,0.07915918295510176
EGY,EGY,EGY,EGY,EGY,Egypt,Egypt,Egypt,Egypt,Egypt,Egypt,Egypt,29,29,29,29,29,29,29,0.08487104313011165,0.08487104313011165,0.08487104313011165,0.08487104313011165,0.08487104313011165
FJI,FJI,FJI,FJI,FJI,Fiji,Fiji,Fiji,Fiji,Fiji,Fiji,Fiji,30,30,30,30,30,30,30,0.07505315351588335,0.07505315351588335,0.07505315351588335,0.07505315351588335,0.07505315351588335
GEO,GEO,GEO,GEO,GEO,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia,31,31,31,31,31,31,31,0.07835560722815944,0.07835560722815944,0.07835560722815944,0.07835560722815944,0.07835560722815944
GHA,GHA,GHA,GHA,GHA,Ghana,Ghana,Ghana,Ghana,Ghana,Ghana,Ghana,32,32,32,32,32,32,32,0.08139591704604164,0.08139591704604164,0.08139591704604164,0.08139591704604164,0.08139591704604164
GMB,GMB,GMB,GMB,GMB,Gambia,Gambia,Gambia,Gambia,Gambia,Gambia,Gambia,33,33,33,33,33,33,33,0.07926346320535727,0.07926346320535727,0.07926346320535727,0.07926346320535727,0.07926346320535727
GNB,GNB,GNB,GNB,GNB,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,34,34,34,34,34,34,34,0.07931893260767056,0.07931893260767056,0.07931893260767056,0.07931893260767056,0.07931893260767056
GTM,GTM,GTM,GTM,GTM,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,35,35,35,35,35,35,35,0.07999541847892412,0.07999541847892412,0.07999541847892412,0.07999541847892412,0.07999541847892412
HND,HND,HND,HND,HND,Honduras,Honduras,Honduras,Honduras,Honduras,Honduras,Honduras,36,36,36,36,36,36,36,0.08101735583653036,0.08101735583653036,0.08101735583653036,0.08101735583653036,0.08101735583653036
HTI,HTI,HTI,HTI,HTI,Haiti,Haiti,Haiti,Haiti,Haiti,Haiti,Haiti,37,37,37,37,37,37,37,0.08630203397096049,0.08630203397096049,0.08630203397096049,0.08630203397096049,0.08630203397096049
IDN,IDN,IDN,IDN,IDN,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,38,38,38,38,38,38,38,0.07907314866410797,0.07907314866410797,0.07907314866410797,0.07907314866410797,0.07907314866410797
IND,IND,IND,IND,IND,India,India,India,India,India,India,India,39,39,39,39,39,39,39,0.08311676466173812,0.08311676466173812,0.08311676466173812,0.08311676466173812,0.08311676466173812
IRN,IRN,IRN,IRN,IRN,Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),40,40,40,40,40,40,40,0.07910269531346535,0.07910269531346535,0.07910269531346535,0.07910269531346535,0.07910269531346535
IRQ,IRQ,IRQ,IRQ,IRQ,Iraq,Iraq,Iraq,Iraq,Iraq,Iraq,Iraq,41,41,41,41,41,41,41,0.08008564546735679,0.08008564546735679,0.08008564546735679,0.08008564546735679,0.08008564546735679
JAM,JAM,JAM,JAM,JAM,Jamaica,Jamaica,Jamaica,Jamaica,Jamaica,Jamaica,Jamaica,42,42,42,42,42,42,42,0.08060050782677673,0.08060050782677673,0.08060050782677673,0.08060050782677673,0.08060050782677673
JOR,JOR,JOR,JOR,JOR,Jordan,Jordan,Jordan,Jordan,Jordan,Jordan,Jordan,43,43,43,43,43,43,43,0.07950000355641046,0.07950000355641046,0.07950000355641046,0.07950000355641046,0.07950000355641046
KAZ,KAZ,KAZ,KAZ,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,44,44,44,44,44,44,44,0.07979761988329617,0.07979761988329617,0.07979761988329617,0.07979761988329617,0.07979761988329617
KEN,KEN,KEN,KEN,KEN,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,Kenya,45,45,45,45,45,45,45,0.08090282624846566,0.08090282624846566,0.08090282624846566,0.08090282624846566,0.08090282624846566
KGZ,KGZ,KGZ,KGZ,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,46,46,46,46,46,46,46,0.07632099432387014,0.07632099432387014,0.07632099432387014,0.07632099432387014,0.07632099432387014
KHM,KHM,KHM,KHM,KHM,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,47,47,47,47,47,47,47,0.08037372644503145,0.08037372644503145,0.08037372644503145,0.08037372644503145,0.08037372644503145
KIR,KIR,KIR,KIR,KIR,Kiribati,Kiribati,Kiribati,Kiribati,Kiribati,Kiribati,Kiribati,48,48,48,48,48,48,48,0.07064570174479036,0.07064570174479036,0.07064570174479036,0.07064570174479036,0.07064570174479036
LAO,LAO,LAO,LAO,LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,Lao People's Democratic Republic,Lao People's Democratic Republic,Lao People's Democratic Republic,Lao People's Democratic Republic,Lao People's Democratic Republic,49,49,49,49,49,49,49,0.0791411133988641,0.0791411133988641,0.0791411133988641,0.0791411133988641,0.0791411133988641
LBR,LBR,LBR,LBR,LBR,Liberia,Liberia,Liberia,Liberia,Liberia,Liberia,Liberia,50,50,50,50,50,50,50,0.07937619221275748,0.07937619221275748,0.07937619221275748,0.07937619221275748,0.07937619221275748
LCA,LCA,LCA,LCA,LCA,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,Saint Lucia,51,51,51,51,51,51,51,0.07711777742324272,0.07711777742324272,0.07711777742324272,0.07711777742324272,0.07711777742324272
LKA,LKA,LKA,LKA,LKA,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,52,52,52,52,52,52,52,0.07831830315607002,0.07831830315607002,0.07831830315607002,0.07831830315607002,0.07831830315607002
